cps19_citizenship,cps19_age,cps19_province,cps19_education,cps19_gender,cps19_lr_parties_1,cps19_lr_parties_2,cps19_votechoice,cps19_income_number,cps19_income_cat,cps19_lr_scale_bef_1,vote_liberal,vote_conservative
Canadian citizen,64,British Columbia,"Completed technical, community college, CEGEP, College Classique",A man,6,10,ndp,105000,NA,NA,0,0
Canadian citizen,59,Prince Edward Island,Some university,A woman,2,NA,Green Party,NA,"$60,001 to $90,000",NA,0,0
Canadian citizen,19,Alberta,Completed secondary/ high school,A woman,NA,NA,ndp,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,71,Saskatchewan,Bachelor's degree,A man,0,3,Another party (please specify),19000,NA,10,0,0
Canadian citizen,44,Ontario,Bachelor's degree,A woman,4,7,Conservative Party,NA,"$110,001 to $150,000",5,0,1
Canadian citizen,64,British Columbia,Professional degree or doctorate,A woman,4,10,Green Party,NA,"$60,001 to $90,000",2,0,0
Canadian citizen,62,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Green Party,20000,NA,NA,0,0
Canadian citizen,34,Quebec,Professional degree or doctorate,A woman,10,7,Liberal Party,36000,NA,8,1,0
Canadian citizen,53,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,5,5,Conservative Party,64000,NA,NA,0,1
Canadian citizen,64,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,8,1,Liberal Party,49000,NA,6,1,0
Canadian citizen,49,New Brunswick,Master's degree,A woman,3,9,Conservative Party,70000,NA,6,0,1
Canadian citizen,66,Manitoba,Some university,A woman,7,4,Don't know/ Prefer not to answer,50000,NA,8,0,0
Canadian citizen,50,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,28000,NA,NA,0,0
Canadian citizen,49,Ontario,Professional degree or doctorate,A woman,NA,NA,Liberal Party,94000,NA,NA,1,0
Canadian citizen,41,Ontario,Bachelor's degree,A man,6,7,Green Party,78000,NA,NA,0,0
Canadian citizen,77,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,NA,NA,Green Party,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,52,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,6,7,Don't know/ Prefer not to answer,85000,NA,NA,0,0
Canadian citizen,65,Alberta,Some university,A man,3,10,Conservative Party,89000,NA,10,0,1
Canadian citizen,43,Ontario,Bachelor's degree,A woman,NA,NA,Conservative Party,75000,NA,NA,0,1
Canadian citizen,55,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,ndp,55000,NA,NA,0,0
Canadian citizen,41,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,6,3,Don't know/ Prefer not to answer,39000,NA,NA,0,0
Canadian citizen,48,Ontario,Bachelor's degree,A woman,NA,NA,Don't know/ Prefer not to answer,NA,"$60,001 to $90,000",NA,0,0
Canadian citizen,39,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",A woman,2,8,Conservative Party,120000,NA,7,0,1
Canadian citizen,25,British Columbia,Bachelor's degree,A man,5,9,ndp,36000,NA,2,0,0
Canadian citizen,54,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",A woman,8,6,ndp,57000,NA,10,0,0
Canadian citizen,50,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,29,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Conservative Party,50000,NA,NA,0,1
Canadian citizen,75,British Columbia,Bachelor's degree,A man,3,8,Liberal Party,65000,NA,3,1,0
Canadian citizen,22,Newfoundland and Labrador,Completed secondary/ high school,A woman,1,NA,People's Party,NA,No income,7,0,0
Canadian citizen,57,Ontario,Bachelor's degree,A man,NA,9,Don't know/ Prefer not to answer,60000,NA,3,0,0
Canadian citizen,25,Alberta,Completed secondary/ high school,A woman,NA,NA,Don't know/ Prefer not to answer,48000,NA,NA,0,0
Canadian citizen,61,Ontario,"Some technical, community college, CEGEP, College Classique",A man,NA,NA,Conservative Party,15000,NA,NA,0,1
Canadian citizen,25,Quebec,Master's degree,A woman,4,6,Liberal Party,NA,"$110,001 to $150,000",NA,1,0
Canadian citizen,43,Saskatchewan,"Some technical, community college, CEGEP, College Classique",A woman,NA,NA,Conservative Party,NA,"More than $200,000",NA,0,1
Canadian citizen,50,Ontario,Completed secondary/ high school,A woman,2,3,ndp,41000,NA,6,0,0
Canadian citizen,56,New Brunswick,Completed secondary/ high school,A man,NA,0,Green Party,NA,"$60,001 to $90,000",NA,0,0
Canadian citizen,38,British Columbia,"Completed technical, community college, CEGEP, College Classique",A woman,0,10,Liberal Party,42000,NA,NA,1,0
Canadian citizen,59,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Conservative Party,NA,"$30,001 to $60,000",NA,0,1
Canadian citizen,38,Alberta,Some university,A man,0,9,Conservative Party,44000,NA,7,0,1
Canadian citizen,61,Prince Edward Island,Master's degree,A man,NA,7,Liberal Party,101000,NA,4,1,0
Canadian citizen,24,Ontario,Bachelor's degree,A woman,4,8,Conservative Party,15000,NA,NA,0,1
Canadian citizen,74,Manitoba,"Completed technical, community college, CEGEP, College Classique",A woman,0,4,Don't know/ Prefer not to answer,50000,NA,NA,0,0
Canadian citizen,60,British Columbia,Some university,A woman,5,1,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,3,0,0
Canadian citizen,19,Alberta,Completed secondary/ high school,A woman,1,9,Don't know/ Prefer not to answer,NA,"$1 to $30,000",NA,0,0
Canadian citizen,36,Ontario,Bachelor's degree,A woman,2,4,ndp,156000,NA,NA,0,0
Canadian citizen,48,Alberta,Completed secondary/ high school,A man,NA,NA,Green Party,105000,NA,7,0,0
Canadian citizen,76,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,0,9,Conservative Party,70000,NA,NA,0,1
Canadian citizen,83,Ontario,Bachelor's degree,A woman,0,9,Conservative Party,80000,NA,6,0,1
Canadian citizen,59,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,5,10,Green Party,98000,NA,6,0,0
Canadian citizen,19,Ontario,Completed secondary/ high school,A man,8,1,Liberal Party,NA,"More than $200,000",8,1,0
Canadian citizen,56,Alberta,"Completed technical, community college, CEGEP, College Classique",A man,3,8,Conservative Party,100000,NA,7,0,1
Canadian citizen,26,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,10,10,Bloc Québécois,23,NA,1,0,0
Canadian citizen,50,Manitoba,"Some technical, community college, CEGEP, College Classique",A woman,10,0,Liberal Party,70000,NA,NA,1,0
Canadian citizen,40,Alberta,Master's degree,A man,1,10,Liberal Party,95000,NA,NA,1,0
Canadian citizen,73,Ontario,Bachelor's degree,A woman,8,1,Liberal Party,64000,NA,NA,1,0
Canadian citizen,67,Nova Scotia,Professional degree or doctorate,A woman,2,9,Green Party,50000,NA,NA,0,0
Canadian citizen,28,Ontario,Bachelor's degree,A woman,2,9,Liberal Party,NA,"$30,001 to $60,000",2,1,0
Canadian citizen,38,Newfoundland and Labrador,Bachelor's degree,A woman,7,4,Liberal Party,80000,NA,NA,1,0
Canadian citizen,37,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,6,7,Liberal Party,95000,NA,4,1,0
Canadian citizen,57,Quebec,Bachelor's degree,A woman,2,10,Liberal Party,37000,NA,NA,1,0
Canadian citizen,54,Ontario,Bachelor's degree,A woman,4,10,Don't know/ Prefer not to answer,15000,NA,NA,0,0
Canadian citizen,46,British Columbia,Completed secondary/ high school,A man,4,8,Conservative Party,80000,NA,5,0,1
Canadian citizen,45,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,12000,NA,5,0,0
Canadian citizen,40,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,4,9,ndp,NA,"$110,001 to $150,000",2,0,0
Canadian citizen,69,Ontario,Some university,A man,5,5,Green Party,124300,NA,5,0,0
Canadian citizen,49,Manitoba,"Completed technical, community college, CEGEP, College Classique","Other (e.g. Trans, non-binary, two-spirit, gender-queer)",NA,NA,ndp,34000,NA,NA,0,0
Canadian citizen,64,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,3,10,Liberal Party,25000,NA,NA,1,0
Canadian citizen,63,Ontario,Professional degree or doctorate,A man,3,5,Conservative Party,250000,NA,6,0,1
Canadian citizen,65,Quebec,"Some technical, community college, CEGEP, College Classique",A man,3,5,Liberal Party,29000,NA,2,1,0
Canadian citizen,38,Alberta,Bachelor's degree,A woman,6,8,Conservative Party,82000,NA,6,0,1
Canadian citizen,36,Saskatchewan,Completed secondary/ high school,A woman,3,10,Green Party,NA,"$1 to $30,000",5,0,0
Canadian citizen,44,Quebec,Some university,A woman,8,7,Liberal Party,760000,NA,8,1,0
Canadian citizen,32,Ontario,Bachelor's degree,A man,4,10,Liberal Party,95000,NA,NA,1,0
Canadian citizen,22,Prince Edward Island,"Some technical, community college, CEGEP, College Classique",A man,NA,NA,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,22,Ontario,Some secondary/ high school,A woman,4,8,Liberal Party,59000,NA,6,1,0
Canadian citizen,22,Quebec,Bachelor's degree,A woman,NA,NA,ndp,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,42,Quebec,Master's degree,A man,NA,NA,Liberal Party,310000,NA,NA,1,0
Canadian citizen,30,Ontario,Master's degree,A woman,3,7,Conservative Party,70000,NA,7,0,1
Canadian citizen,27,Ontario,Some secondary/ high school,A woman,0,8,ndp,20000,NA,NA,0,0
Canadian citizen,49,Saskatchewan,Completed secondary/ high school,A woman,1,8,ndp,109000,NA,5,0,0
Canadian citizen,39,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,4,3,Liberal Party,195000,NA,6,1,0
Canadian citizen,77,Ontario,Master's degree,A man,5,9,Liberal Party,42000,NA,4,1,0
Canadian citizen,33,Saskatchewan,Bachelor's degree,A man,0,10,Don't know/ Prefer not to answer,52000,NA,5,0,0
Canadian citizen,45,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",A woman,0,10,Conservative Party,NA,Don't know/ Prefer not to answer,10,0,1
Canadian citizen,55,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,7,6,Don't know/ Prefer not to answer,100000,NA,NA,0,0
Canadian citizen,55,British Columbia,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Conservative Party,NA,Don't know/ Prefer not to answer,NA,0,1
Canadian citizen,56,Quebec,Completed secondary/ high school,A man,NA,NA,Bloc Québécois,12000,NA,5,0,0
Canadian citizen,28,Ontario,Bachelor's degree,A woman,0,10,Don't know/ Prefer not to answer,110000,NA,NA,0,0
Canadian citizen,29,Ontario,Completed secondary/ high school,A man,10,9,Liberal Party,10000,NA,NA,1,0
Canadian citizen,49,Ontario,Some university,A woman,4,7,Conservative Party,125000,NA,NA,0,1
Canadian citizen,25,Ontario,"Some technical, community college, CEGEP, College Classique",A man,6,7,Conservative Party,80000,NA,NA,0,1
Canadian citizen,61,Nova Scotia,Bachelor's degree,A woman,8,NA,Liberal Party,50000,NA,8,1,0
Canadian citizen,70,Manitoba,"Some technical, community college, CEGEP, College Classique",A man,1,10,Conservative Party,74000,NA,NA,0,1
Canadian citizen,72,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,4,8,Don't know/ Prefer not to answer,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,49,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,0,8,Conservative Party,110000,NA,NA,0,1
Canadian citizen,27,Ontario,Bachelor's degree,A woman,3,10,Liberal Party,76000,NA,NA,1,0
Canadian citizen,19,Ontario,Completed secondary/ high school,A woman,NA,2,Liberal Party,NA,Don't know/ Prefer not to answer,NA,1,0
Canadian citizen,64,British Columbia,Bachelor's degree,A woman,9,7,Liberal Party,NA,"$90,001 to $110,000",NA,1,0
Canadian citizen,58,Ontario,Bachelor's degree,A man,4,1,Liberal Party,85000,NA,NA,1,0
Canadian citizen,44,Ontario,Bachelor's degree,A woman,3,7,Conservative Party,240000,NA,NA,0,1
Canadian citizen,58,Alberta,Some university,A man,NA,NA,Conservative Party,200000,NA,6,0,1
Canadian citizen,34,British Columbia,"Completed technical, community college, CEGEP, College Classique",A man,5,5,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,5,0,0
Canadian citizen,47,Quebec,Completed secondary/ high school,A woman,9,5,Liberal Party,NA,"$60,001 to $90,000",NA,1,0
Canadian citizen,67,Quebec,Some secondary/ high school,A woman,NA,NA,Don't know/ Prefer not to answer,NA,"$1 to $30,000",NA,0,0
Canadian citizen,83,Nova Scotia,"Some technical, community college, CEGEP, College Classique",A man,4,9,ndp,33000,NA,NA,0,0
Canadian citizen,57,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,0,NA,ndp,58000,NA,1,0,0
Canadian citizen,50,Ontario,Bachelor's degree,A man,5,8,Conservative Party,149000,NA,8,0,1
Canadian citizen,43,British Columbia,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,ndp,95000,NA,NA,0,0
Canadian citizen,48,Ontario,Bachelor's degree,A man,5,5,Liberal Party,NA,"$1 to $30,000",NA,1,0
Canadian citizen,43,Manitoba,"Completed technical, community college, CEGEP, College Classique",A woman,4,2,Don't know/ Prefer not to answer,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,61,Manitoba,"Some technical, community college, CEGEP, College Classique",A woman,8,2,Liberal Party,24000,NA,NA,1,0
Canadian citizen,55,British Columbia,Bachelor's degree,A woman,8,0,Liberal Party,21000,NA,NA,1,0
Canadian citizen,45,Alberta,Bachelor's degree,A woman,3,8,Liberal Party,NA,"More than $200,000",NA,1,0
Canadian citizen,62,British Columbia,"Completed technical, community college, CEGEP, College Classique",A woman,7,10,Green Party,82000,NA,4,0,0
Canadian citizen,68,Quebec,Master's degree,A man,2,2,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,6,0,0
Canadian citizen,52,British Columbia,"Some technical, community college, CEGEP, College Classique",A man,3,8,Conservative Party,250000,NA,NA,0,1
Canadian citizen,32,Ontario,Completed secondary/ high school,A woman,0,10,ndp,23000,NA,2,0,0
Canadian citizen,53,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,0,0,ndp,14000,NA,NA,0,0
Canadian citizen,38,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,NA,NA,Green Party,NA,"$90,001 to $110,000",NA,0,0
Canadian citizen,66,Nova Scotia,Master's degree,A woman,0,8,Conservative Party,NA,"$60,001 to $90,000",5,0,1
Canadian citizen,46,Alberta,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,120000,NA,NA,0,0
Canadian citizen,51,British Columbia,Master's degree,A man,6,9,ndp,90000,NA,4,0,0
Canadian citizen,19,Ontario,Completed secondary/ high school,A woman,6,4,People's Party,75000,NA,7,0,0
Canadian citizen,57,Quebec,Some secondary/ high school,A woman,9,1,Liberal Party,49000,NA,NA,1,0
Canadian citizen,41,New Brunswick,Completed secondary/ high school,A man,NA,NA,Green Party,32000,NA,NA,0,0
Canadian citizen,62,Quebec,Some university,A man,4,NA,Don't know/ Prefer not to answer,NA,"$110,001 to $150,000",NA,0,0
Canadian citizen,51,Quebec,Bachelor's degree,A man,9,5,Liberal Party,40000,NA,7,1,0
Canadian citizen,33,British Columbia,"Completed technical, community college, CEGEP, College Classique",A woman,1,9,Liberal Party,46000,NA,5,1,0
Canadian citizen,72,British Columbia,Completed secondary/ high school,A woman,NA,NA,ndp,NA,"$60,001 to $90,000",NA,0,0
Canadian citizen,31,Ontario,Master's degree,A woman,0,10,Don't know/ Prefer not to answer,120000,NA,NA,0,0
Canadian citizen,55,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,ndp,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,39,Ontario,Completed secondary/ high school,A woman,4,1,ndp,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,58,British Columbia,Some secondary/ high school,A man,NA,NA,Green Party,NA,"$1 to $30,000",NA,0,0
Canadian citizen,57,British Columbia,Bachelor's degree,A man,4,9,Green Party,74000,NA,2,0,0
Canadian citizen,26,Ontario,Completed secondary/ high school,A woman,1,10,Liberal Party,NA,"$150,001 to $200,000",1,1,0
Canadian citizen,65,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,NA,"$60,001 to $90,000",NA,0,0
Canadian citizen,46,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,ndp,NA,"$110,001 to $150,000",NA,0,0
Canadian citizen,68,Saskatchewan,"Some technical, community college, CEGEP, College Classique",A woman,0,10,Conservative Party,17000,NA,NA,0,1
Canadian citizen,25,Alberta,Bachelor's degree,A woman,3,8,ndp,50000,NA,NA,0,0
Canadian citizen,63,Alberta,"Completed technical, community college, CEGEP, College Classique",A woman,2,9,Conservative Party,85000,NA,5,0,1
Canadian citizen,31,British Columbia,Bachelor's degree,A woman,NA,NA,Liberal Party,NA,Don't know/ Prefer not to answer,NA,1,0
Canadian citizen,53,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,4,9,Liberal Party,NA,"$60,001 to $90,000",NA,1,0
Canadian citizen,50,Nova Scotia,Master's degree,A woman,7,1,Green Party,10000,NA,NA,0,0
Canadian citizen,65,Quebec,"Some technical, community college, CEGEP, College Classique",A man,7,3,Liberal Party,55000,NA,NA,1,0
Canadian citizen,38,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,1,9,Conservative Party,50000,NA,NA,0,1
Canadian citizen,82,Quebec,Some secondary/ high school,A man,9,NA,Liberal Party,42000,NA,8,1,0
Canadian citizen,72,Ontario,Bachelor's degree,A woman,NA,NA,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,72,New Brunswick,Bachelor's degree,A man,8,0,ndp,55000,NA,0,0,0
Canadian citizen,57,Ontario,Bachelor's degree,A woman,8,8,Green Party,65000,NA,2,0,0
Canadian citizen,43,Quebec,Bachelor's degree,A woman,8,7,Liberal Party,280000,NA,NA,1,0
Canadian citizen,57,Manitoba,"Completed technical, community college, CEGEP, College Classique",A woman,1,9,Green Party,70000,NA,NA,0,0
