sex,age,province,education,citizenship_status,income_respondent
Male,43.3,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Male,78.9,Nova Scotia,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,80,Quebec,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Male,59.3,Nova Scotia,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,74.8,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$25,000 to $49,999"
Male,78.8,Alberta,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,15,Saskatchewan,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,80,Newfoundland and Labrador,Less than high school diploma or its equivalent,Don't know,"Less than $25,000"
Male,51.8,Ontario,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,62.6,Quebec,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Male,41.8,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Valid skip,"$25,000 to $49,999"
Female,32.8,Nova Scotia,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,37.7,Saskatchewan,University certificate or diploma below the bachelor's level,By birth,"$75,000 to $99,999"
Female,59.5,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Male,46.9,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Female,59.9,Alberta,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,39.6,Quebec,"College, CEGEP or other non-university certificate or di...",By naturalization,"Less than $25,000"
Female,53.7,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$100,000 to $ 124,999"
Male,69.8,Ontario,"University certificate, diploma or degree above the bach...",By birth,"$125,000 and more"
Female,35.7,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"Less than $25,000"
Male,70.4,Quebec,Less than high school diploma or its equivalent,By birth,"$50,000 to $74,999"
Male,28.1,Quebec,High school diploma or a high school equivalency certificate,By naturalization,"Less than $25,000"
Male,30.8,Ontario,"University certificate, diploma or degree above the bach...",By naturalization,"Less than $25,000"
Female,18.2,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,54.9,Quebec,Less than high school diploma or its equivalent,By naturalization,"$25,000 to $49,999"
Male,51.9,Alberta,Trade certificate or diploma,By birth,"$75,000 to $99,999"
Male,77,Alberta,Less than high school diploma or its equivalent,By naturalization,"Less than $25,000"
Female,36.1,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,55.9,Manitoba,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,27.6,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,54.7,Newfoundland and Labrador,Trade certificate or diploma,By birth,"Less than $25,000"
Female,57.8,Saskatchewan,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,73.3,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$125,000 and more"
Female,46.3,British Columbia,"University certificate, diploma or degree above the bach...",By birth,"$25,000 to $49,999"
Female,35.4,Nova Scotia,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,64.2,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"Less than $25,000"
Male,29.7,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Female,20.9,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,77.9,Prince Edward Island,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,62.3,Ontario,"College, CEGEP or other non-university certificate or di...",By naturalization,"$100,000 to $ 124,999"
Female,51.9,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Male,61.3,British Columbia,"University certificate, diploma or degree above the bach...",By birth,"Less than $25,000"
Male,58.8,Nova Scotia,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,60.4,Ontario,Less than high school diploma or its equivalent,By naturalization,"$25,000 to $49,999"
Female,16.9,Newfoundland and Labrador,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,75.4,Saskatchewan,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,39.4,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Female,69.4,Manitoba,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,37.9,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,33.6,British Columbia,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Male,63.8,Ontario,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,52.3,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"Less than $25,000"
Male,15.4,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,18.9,British Columbia,High school diploma or a high school equivalency certificate,By naturalization,"Less than $25,000"
Male,62.7,Alberta,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Female,21.2,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,32.8,British Columbia,"University certificate, diploma or degree above the bach...",By birth,"$75,000 to $99,999"
Female,29.2,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,21.2,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"Less than $25,000"
Male,67.5,Quebec,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,32.1,British Columbia,"University certificate, diploma or degree above the bach...",By birth,"Less than $25,000"
Male,41.8,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Male,52.3,Alberta,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Male,16.8,Ontario,Less than high school diploma or its equivalent,Not stated,"Less than $25,000"
Male,70.9,British Columbia,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,46.2,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$100,000 to $ 124,999"
Male,26,Ontario,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,69.3,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,25.4,Nova Scotia,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,50.6,Alberta,"NA",Valid skip,"$125,000 and more"
Male,47.8,New Brunswick,"College, CEGEP or other non-university certificate or di...",By birth,"$125,000 and more"
Female,71.2,Quebec,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,66.4,New Brunswick,Trade certificate or diploma,By birth,"Less than $25,000"
Female,69.9,Quebec,High school diploma or a high school equivalency certificate,By naturalization,"Less than $25,000"
Female,31.7,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Valid skip,"Less than $25,000"
Female,53.1,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,61.3,Nova Scotia,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,29.8,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,60.3,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Female,25.9,Quebec,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,45.7,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"$25,000 to $49,999"
Female,47.7,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Female,48.3,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,37,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,75,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",By birth,"$50,000 to $74,999"
Male,32.3,New Brunswick,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,17,Quebec,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,51.8,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,41.6,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Male,61.7,Alberta,"College, CEGEP or other non-university certificate or di...",By naturalization,"$50,000 to $74,999"
Female,22.8,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,27.9,Manitoba,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,58.4,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,44.8,Saskatchewan,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Male,26,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,15.4,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,80,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,28.1,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Valid skip,"Less than $25,000"
Male,31.2,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,69.9,New Brunswick,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,68.1,New Brunswick,"University certificate, diploma or degree above the bach...",By birth,"$50,000 to $74,999"
Male,32.5,Ontario,"College, CEGEP or other non-university certificate or di...",By naturalization,"Less than $25,000"
Male,18.9,Ontario,High school diploma or a high school equivalency certificate,Valid skip,"Less than $25,000"
Male,65.3,New Brunswick,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Male,54.8,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$125,000 and more"
Female,58.9,Saskatchewan,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,65.3,Nova Scotia,"University certificate, diploma or degree above the bach...",By birth,"$25,000 to $49,999"
Male,59,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,64.4,Nova Scotia,"College, CEGEP or other non-university certificate or di...",By naturalization,"Less than $25,000"
Male,29.6,Quebec,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,36.7,Quebec,High school diploma or a high school equivalency certificate,By birth,"$75,000 to $99,999"
Male,68.8,New Brunswick,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,59.7,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$50,000 to $74,999"
Female,32.9,Alberta,Trade certificate or diploma,By birth,"Less than $25,000"
Male,74.7,Ontario,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,31.2,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Male,58,Quebec,"University certificate, diploma or degree above the bach...",By birth,"$25,000 to $49,999"
Female,30,Manitoba,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Male,71.8,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Female,65.4,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$100,000 to $ 124,999"
Female,60.9,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,44.1,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$50,000 to $74,999"
Male,71.4,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"Less than $25,000"
Male,48.9,Ontario,"University certificate, diploma or degree above the bach...",By birth,"$125,000 and more"
Male,20.2,Ontario,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,16.7,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,80,Nova Scotia,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,80,Prince Edward Island,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,41.7,Ontario,"University certificate, diploma or degree above the bach...",By naturalization,"$75,000 to $99,999"
Female,44.8,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,27.6,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,40,Ontario,Trade certificate or diploma,Valid skip,"$50,000 to $74,999"
Female,37.8,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,24.8,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"Less than $25,000"
Female,66.1,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,35.5,Alberta,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,79.3,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,38.3,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$75,000 to $99,999"
